#uidA	uidB	altA	altB	aliasA	aliasB	method	author	pmids	taxa	taxb	interactionType	sourcedb	interactionIdentifier	confidence	expansion	biological_role_A	biological_role_B	experimental_role_A	experimental_role_B	interactor_type_A	interactor_type_B	xrefs_A	xrefs_B	xrefs_Interaction	Annotations_A	Annotations_B	Annotations_Interaction	Host_organism_taxid	parameters_Interaction	Creation_date	Update_date	Checksum_A	Checksum_B	Checksum_Interaction	Negative	OriginalReferenceA	OriginalReferenceB	FinalReferenceA	FinalReferenceB	MappingScoreA	MappingScoreB	irogida	irogidb	irigid	crogida	crogidb	crigid	icrogida	icrogidb	icrigid	imex_id	edgetype	numParticipants
uniprotkb:Q9UKJ1	uniprotkb:Q06124	entrezgene/locuslink:29992|refseq:NP_038467|uniprotkb:Q9UKJ1|rogid:QWSaRQHGXRXAOOMvijnTQztvSpY9606|irogid:3783096	entrezgene/locuslink:5781|uniprotkb:Q06124|uniprotkb:Q96HD7|rogid:r55mH5SqYxGrpxM24VrTNWxqOPg9606|irogid:5369795	hgnc:PILRA|uniprotkb:PILRA_HUMAN|crogid:QWSaRQHGXRXAOOMvijnTQztvSpY9606|icrogid:3783096	hgnc:PTPN11|uniprotkb:PTN11_HUMAN|crogid:r55mH5SqYxGrpxM24VrTNWxqOPg9606|icrogid:5369795	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:9NYdEiT6rmdmkhnN7xdNYeCm1JA|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:QWSaRQHGXRXAOOMvijnTQztvSpY9606	rogid:r55mH5SqYxGrpxM24VrTNWxqOPg9606	rigid:9NYdEiT6rmdmkhnN7xdNYeCm1JA	false	Swiss-Prot:Q9UKJ1	Swiss-Prot:Q06124	uniprotkb:Q9UKJ1	uniprotkb:Q06124	PD	PD	3783096	5369795	715813	QWSaRQHGXRXAOOMvijnTQztvSpY9606	r55mH5SqYxGrpxM24VrTNWxqOPg9606	9NYdEiT6rmdmkhnN7xdNYeCm1JA	3783096	5369795	715813	-	X	2
uniprotkb:Q5RL73	uniprotkb:Q9C0J8	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:55339|refseq:NP_060853|uniprotkb:Q6NUQ0|rogid:FzGeASJyKaYaqFQfFBYby692REg9606|irogid:1981884	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:WDR33|uniprotkb:WDR33_HUMAN|crogid:FzGeASJyKaYaqFQfFBYby692REg9606|icrogid:1981884	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:QFXFFKdWsPnsZjJcFQi1ld6iSgI|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:FzGeASJyKaYaqFQfFBYby692REg9606	rigid:QFXFFKdWsPnsZjJcFQi1ld6iSgI	false	Swiss-Prot:Q8IYW7	Swiss-Prot:Q9C0J8	uniprotkb:Q5RL73	uniprotkb:Q9C0J8	PUD	PD	1258659	1981884	998231	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	FzGeASJyKaYaqFQfFBYby692REg9606	PVEO1+f+IzSWOm2yMIpmUZ81Rco	23415319	1981884	1363677	-	X	2
uniprotkb:Q96GQ7	uniprotkb:Q99880	entrezgene/locuslink:55661|refseq:NM_017895|refseq:NP_060365|rogid:Z4Dm6lxXyqB18+uPxROJszLWYdE9606|irogid:5136376	entrezgene/locuslink:8340|genbank_protein_gi:4504259|refseq:NP_003510|rogid:vVD3xoHavMKCopzEez7zarZBKFc9606|irogid:4601257	hgnc:DDX27|uniprotkb:DDX27_HUMAN|crogid:Z4Dm6lxXyqB18+uPxROJszLWYdE9606|icrogid:5136376	hgnc:HIST1H2BL|uniprotkb:H2B1L_HUMAN|crogid:vVD3xoHavMKCopzEez7zarZBKFc9606|icrogid:4601257	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:Wy3i5qbqnurKSfjzmV1GAOaZJfg|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:Z4Dm6lxXyqB18+uPxROJszLWYdE9606	rogid:vVD3xoHavMKCopzEez7zarZBKFc9606	rigid:Wy3i5qbqnurKSfjzmV1GAOaZJfg	false	Swiss-Prot:Q96GQ7	Swiss-Prot:Q99880	uniprotkb:Q96GQ7	uniprotkb:Q99880	PD	PD	5136376	4601257	1109704	Z4Dm6lxXyqB18+uPxROJszLWYdE9606	vVD3xoHavMKCopzEez7zarZBKFc9606	Wy3i5qbqnurKSfjzmV1GAOaZJfg	5136376	4601257	1109704	-	X	2
refseq:NP_001128417	uniprotkb:A4D0Y8	entrezgene/locuslink:51738|refseq:NP_001128417|rogid:0ZAMZ8L3xAigCgzTNe9WgBOhgvE9606|irogid:5822225	entrezgene/locuslink:3952|genbank_protein_gi:4557715|refseq:NP_000221|rogid:9EbJ+u6ZLggQUr7jBDCWDUSDlHI9606|irogid:935700	hgnc:GHRL|crogid:AZTv2DeiUN225HyuEva1DOMVqD09606|icrogid:1157070	hgnc:LEP|uniprotkb:A4D0Y8_HUMAN|uniprotkb:LEP_HUMAN|crogid:9EbJ+u6ZLggQUr7jBDCWDUSDlHI9606|icrogid:935700	MI:0493(in vivo)	-	pubmed:11196643	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:lj3CATt3U8hES+GBwaLA0si/5pk|edgetype:X	hpr:4|lpr:4|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:0ZAMZ8L3xAigCgzTNe9WgBOhgvE9606	rogid:9EbJ+u6ZLggQUr7jBDCWDUSDlHI9606	rigid:lj3CATt3U8hES+GBwaLA0si/5pk	false	entrezgene:51738	entrezgene:3952	refseq:NP_001128417	refseq:NP_000221	STGD+O	STGD+O	5822225	935700	1465949	AZTv2DeiUN225HyuEva1DOMVqD09606	9EbJ+u6ZLggQUr7jBDCWDUSDlHI9606	HbVQoe6b0h0Fvj/gIsXQiiwnF8M	1157070	935700	842085	-	X	2
uniprotkb:P30793	uniprotkb:Q99880	entrezgene/locuslink:2643|entrezgene/locuslink:51658|entrezgene/locuslink:93984|rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|irogid:988801	entrezgene/locuslink:8340|genbank_protein_gi:4504259|refseq:NP_003510|rogid:vVD3xoHavMKCopzEez7zarZBKFc9606|irogid:4601257	hgnc:GCH1|uniprotkb:GCH1_HUMAN|crogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|icrogid:988801	hgnc:HIST1H2BL|uniprotkb:H2B1L_HUMAN|crogid:vVD3xoHavMKCopzEez7zarZBKFc9606|icrogid:4601257	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:Ya/rL3jBy3VT1NZibtp82LCumiM|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606	rogid:vVD3xoHavMKCopzEez7zarZBKFc9606	rigid:Ya/rL3jBy3VT1NZibtp82LCumiM	false	Swiss-Prot:P30793	Swiss-Prot:Q99880	uniprotkb:P30793	uniprotkb:Q99880	PD	PD	988801	4601257	1131283	9z/ipW7g2/eM/he2GvH8TndDK9I9606	vVD3xoHavMKCopzEez7zarZBKFc9606	Ya/rL3jBy3VT1NZibtp82LCumiM	988801	4601257	1131283	-	X	2
refseq:NP_001128417	uniprotkb:O43193	entrezgene/locuslink:51738|refseq:NP_001128417|rogid:0ZAMZ8L3xAigCgzTNe9WgBOhgvE9606|irogid:5822225	entrezgene/locuslink:2862|refseq:NP_001498|uniprotkb:O43193|rogid:fZ3F5rI1xYxVKT4opePE0Tr4/LI9606|irogid:1980334	hgnc:GHRL|crogid:AZTv2DeiUN225HyuEva1DOMVqD09606|icrogid:1157070	hgnc:MLNR|uniprotkb:MTLR_HUMAN|crogid:fZ3F5rI1xYxVKT4opePE0Tr4/LI9606|icrogid:1980334	MI:0492(in vitro)	-	pubmed:12606621	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:m+HJ7o07VgJl0AIBWZJNN2wvo8g|edgetype:X	hpr:4|lpr:4|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:0ZAMZ8L3xAigCgzTNe9WgBOhgvE9606	rogid:fZ3F5rI1xYxVKT4opePE0Tr4/LI9606	rigid:m+HJ7o07VgJl0AIBWZJNN2wvo8g	false	entrezgene:51738	uniprot:O43193	refseq:NP_001128417	uniprotkb:O43193	STGD+O	STD	5822225	1980334	924129	AZTv2DeiUN225HyuEva1DOMVqD09606	fZ3F5rI1xYxVKT4opePE0Tr4/LI9606	mVXMIVnyUHctvOJkZDR8TLbpCdM	1157070	1980334	938773	-	X	2
uniprotkb:P30793	uniprotkb:Q8TAS0	entrezgene/locuslink:2643|entrezgene/locuslink:51658|entrezgene/locuslink:93984|rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|irogid:988801	entrezgene/locuslink:509|uniprotkb:Q8TAS0|rogid:BcGO+Q+PuUmSOfcSYUI7B0b3e+M9606|irogid:1201714	hgnc:GCH1|uniprotkb:GCH1_HUMAN|crogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|icrogid:988801	hgnc:ATP5C1|uniprotkb:Q8TAS0_HUMAN|crogid:k3Nfa1hSoREyiKzFbmaZqxLhiLY9606|icrogid:2659519	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:qAPJ1TOw5Ys17Fk+2VlXlgDI4yA|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606	rogid:BcGO+Q+PuUmSOfcSYUI7B0b3e+M9606	rigid:qAPJ1TOw5Ys17Fk+2VlXlgDI4yA	false	Swiss-Prot:P30793	Swiss-Prot:Q8TAS0	uniprotkb:P30793	uniprotkb:Q8TAS0	PD	PD	988801	1201714	995358	9z/ipW7g2/eM/he2GvH8TndDK9I9606	k3Nfa1hSoREyiKzFbmaZqxLhiLY9606	nr6keklqfbhUoqjPfklX8RcEzgs	988801	2659519	1225820	-	X	2
refseq:NP_001128417	uniprotkb:A4D0Y8	entrezgene/locuslink:51738|refseq:NP_001128417|rogid:0ZAMZ8L3xAigCgzTNe9WgBOhgvE9606|irogid:5822225	entrezgene/locuslink:3952|genbank_protein_gi:4557715|refseq:NP_000221|rogid:9EbJ+u6ZLggQUr7jBDCWDUSDlHI9606|irogid:935700	hgnc:GHRL|crogid:AZTv2DeiUN225HyuEva1DOMVqD09606|icrogid:1157070	hgnc:LEP|uniprotkb:A4D0Y8_HUMAN|uniprotkb:LEP_HUMAN|crogid:9EbJ+u6ZLggQUr7jBDCWDUSDlHI9606|icrogid:935700	MI:0493(in vivo)	-	pubmed:11196643	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:lj3CATt3U8hES+GBwaLA0si/5pk|edgetype:X	hpr:4|lpr:4|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:0ZAMZ8L3xAigCgzTNe9WgBOhgvE9606	rogid:9EbJ+u6ZLggQUr7jBDCWDUSDlHI9606	rigid:lj3CATt3U8hES+GBwaLA0si/5pk	false	entrezgene:51738	entrezgene:3952	refseq:NP_001128417	refseq:NP_000221	SGD+O	STGD+O	5822225	935700	1465949	AZTv2DeiUN225HyuEva1DOMVqD09606	9EbJ+u6ZLggQUr7jBDCWDUSDlHI9606	HbVQoe6b0h0Fvj/gIsXQiiwnF8M	1157070	935700	842085	-	X	2
uniprotkb:O00167	uniprotkb:Q9UIU6	entrezgene/locuslink:2139|refseq:NP_005235|uniprotkb:O00167|rogid:GzEF57gMLHQVYIXIpdcf3XffCS49606|irogid:2146559	entrezgene/locuslink:51804|refseq:NP_059116|uniprotkb:Q9UIU6|rogid:YmHeGHHL3o6cF42qjXIFZ7fOZl49606|irogid:9442767	hgnc:EYA2|uniprotkb:EYA2_HUMAN|crogid:GzEF57gMLHQVYIXIpdcf3XffCS49606|icrogid:2146559	hgnc:SIX4|uniprotkb:SIX4_HUMAN|crogid:YmHeGHHL3o6cF42qjXIFZ7fOZl49606|icrogid:9442767	MI:0024(confirmational text mining)	-	pubmed:10906137	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:0Xa/heR25Rlzl5Y6H9yq2DwGm08|edgetype:X	hpr:47500|lpr:9|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:GzEF57gMLHQVYIXIpdcf3XffCS49606	rogid:YmHeGHHL3o6cF42qjXIFZ7fOZl49606	rigid:0Xa/heR25Rlzl5Y6H9yq2DwGm08	false	Swiss-Prot:O00167	Swiss-Prot:Q9UIU6	uniprotkb:O00167	uniprotkb:Q9UIU6	PD	PD	2146559	9442767	641918	GzEF57gMLHQVYIXIpdcf3XffCS49606	YmHeGHHL3o6cF42qjXIFZ7fOZl49606	0Xa/heR25Rlzl5Y6H9yq2DwGm08	2146559	9442767	641918	-	X	2
refseq:NP_001128417	uniprotkb:O43193	entrezgene/locuslink:51738|refseq:NP_001128417|rogid:0ZAMZ8L3xAigCgzTNe9WgBOhgvE9606|irogid:5822225	entrezgene/locuslink:2862|refseq:NP_001498|uniprotkb:O43193|rogid:fZ3F5rI1xYxVKT4opePE0Tr4/LI9606|irogid:1980334	hgnc:GHRL|crogid:AZTv2DeiUN225HyuEva1DOMVqD09606|icrogid:1157070	hgnc:MLNR|uniprotkb:MTLR_HUMAN|crogid:fZ3F5rI1xYxVKT4opePE0Tr4/LI9606|icrogid:1980334	MI:0492(in vitro)	-	pubmed:12606621	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:m+HJ7o07VgJl0AIBWZJNN2wvo8g|edgetype:X	hpr:4|lpr:4|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:0ZAMZ8L3xAigCgzTNe9WgBOhgvE9606	rogid:fZ3F5rI1xYxVKT4opePE0Tr4/LI9606	rigid:m+HJ7o07VgJl0AIBWZJNN2wvo8g	false	entrezgene:51738	uniprot:O43193	refseq:NP_001128417	uniprotkb:O43193	SGD+O	STD	5822225	1980334	924129	AZTv2DeiUN225HyuEva1DOMVqD09606	fZ3F5rI1xYxVKT4opePE0Tr4/LI9606	mVXMIVnyUHctvOJkZDR8TLbpCdM	1157070	1980334	938773	-	X	2
uniprotkb:Q09472	refseq:NP_001191115	entrezgene/locuslink:2033|genbank_protein_gi:50345997|refseq:NP_001420|rogid:7XzMU6kWdFN0GiLox7RamD9pZeM9606|irogid:820620	entrezgene/locuslink:7161|refseq:NP_001191115|rogid:vdZK+VyBQacVL5DB608fNwGE/iw9606|irogid:51442167	hgnc:EP300|uniprotkb:EP300_HUMAN|crogid:7XzMU6kWdFN0GiLox7RamD9pZeM9606|icrogid:820620	hgnc:TP73|crogid:KwI8l1a8t8GHsZwMDi4v2bqwe0c9606|icrogid:2791218	MI:0004(affinity chromatography technology)	Zeng X (2000)	pubmed:10648616	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0463(biogrid)	biogrid:589374|rigid:OdKGqoI04wkpIWdbumUJGHoOgsA|edgetype:X	hpr:11|lpr:5|np:3	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2013-03-02	2013-03-02	rogid:7XzMU6kWdFN0GiLox7RamD9pZeM9606	rogid:vdZK+VyBQacVL5DB608fNwGE/iw9606	rigid:OdKGqoI04wkpIWdbumUJGHoOgsA	false	uniprot/swiss-prot:Q09472	entrez gene/locuslink:7161	uniprotkb:Q09472	refseq:NP_001191115	SD	PGD+L	820620	51442167	1359714	7XzMU6kWdFN0GiLox7RamD9pZeM9606	KwI8l1a8t8GHsZwMDi4v2bqwe0c9606	qry9Sun8lmTpF6jVHi8iu1bZ9xQ	820620	2791218	1004516	-	X	2
refseq:NP_001128417	uniprotkb:C6SUN5	entrezgene/locuslink:51738|refseq:NP_001128417|rogid:0ZAMZ8L3xAigCgzTNe9WgBOhgvE9606|irogid:5822225	entrezgene/locuslink:181|refseq:NP_001129|uniprotkb:C6SUN5|rogid:GxtIjios1bOJ7aK+shfPcKFsYKU9606|irogid:2138769	hgnc:GHRL|crogid:AZTv2DeiUN225HyuEva1DOMVqD09606|icrogid:1157070	hgnc:AGRP|uniprotkb:AGRP_HUMAN|uniprotkb:C6SUN5_HUMAN|crogid:GxtIjios1bOJ7aK+shfPcKFsYKU9606|icrogid:2138769	MI:0493(in vivo)	-	pubmed:11196643	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:R1meMXU1zXLNcuxEuQWWU1y0Du0|edgetype:X	hpr:4|lpr:4|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:0ZAMZ8L3xAigCgzTNe9WgBOhgvE9606	rogid:GxtIjios1bOJ7aK+shfPcKFsYKU9606	rigid:R1meMXU1zXLNcuxEuQWWU1y0Du0	false	entrezgene:51738	entrezgene:181	refseq:NP_001128417	refseq:NP_001129	SGD+O	STGD+O	5822225	2138769	1370821	AZTv2DeiUN225HyuEva1DOMVqD09606	GxtIjios1bOJ7aK+shfPcKFsYKU9606	0+kB/ltshBFTHYDQHqfpUxZLols	1157070	2138769	1246260	-	X	2
uniprotkb:Q96GQ7	uniprotkb:Q99880	entrezgene/locuslink:55661|refseq:NM_017895|refseq:NP_060365|rogid:Z4Dm6lxXyqB18+uPxROJszLWYdE9606|irogid:5136376	entrezgene/locuslink:8340|genbank_protein_gi:4504259|refseq:NP_003510|rogid:vVD3xoHavMKCopzEez7zarZBKFc9606|irogid:4601257	hgnc:DDX27|uniprotkb:DDX27_HUMAN|crogid:Z4Dm6lxXyqB18+uPxROJszLWYdE9606|icrogid:5136376	hgnc:HIST1H2BL|uniprotkb:H2B1L_HUMAN|crogid:vVD3xoHavMKCopzEez7zarZBKFc9606|icrogid:4601257	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:Wy3i5qbqnurKSfjzmV1GAOaZJfg|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:Z4Dm6lxXyqB18+uPxROJszLWYdE9606	rogid:vVD3xoHavMKCopzEez7zarZBKFc9606	rigid:Wy3i5qbqnurKSfjzmV1GAOaZJfg	false	Swiss-Prot:Q96GQ7	Swiss-Prot:Q99880	uniprotkb:Q96GQ7	uniprotkb:Q99880	PD	PD	5136376	4601257	1109704	Z4Dm6lxXyqB18+uPxROJszLWYdE9606	vVD3xoHavMKCopzEez7zarZBKFc9606	Wy3i5qbqnurKSfjzmV1GAOaZJfg	5136376	4601257	1109704	-	X	2
refseq:NP_001128417	uniprotkb:C6SUN5	entrezgene/locuslink:51738|refseq:NP_001128417|rogid:0ZAMZ8L3xAigCgzTNe9WgBOhgvE9606|irogid:5822225	entrezgene/locuslink:181|refseq:NP_001129|uniprotkb:C6SUN5|rogid:GxtIjios1bOJ7aK+shfPcKFsYKU9606|irogid:2138769	hgnc:GHRL|crogid:AZTv2DeiUN225HyuEva1DOMVqD09606|icrogid:1157070	hgnc:AGRP|uniprotkb:AGRP_HUMAN|uniprotkb:C6SUN5_HUMAN|crogid:GxtIjios1bOJ7aK+shfPcKFsYKU9606|icrogid:2138769	MI:0493(in vivo)	-	pubmed:11196643	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:R1meMXU1zXLNcuxEuQWWU1y0Du0|edgetype:X	hpr:4|lpr:4|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:0ZAMZ8L3xAigCgzTNe9WgBOhgvE9606	rogid:GxtIjios1bOJ7aK+shfPcKFsYKU9606	rigid:R1meMXU1zXLNcuxEuQWWU1y0Du0	false	entrezgene:51738	entrezgene:181	refseq:NP_001128417	refseq:NP_001129	STGD+O	STGD+O	5822225	2138769	1370821	AZTv2DeiUN225HyuEva1DOMVqD09606	GxtIjios1bOJ7aK+shfPcKFsYKU9606	0+kB/ltshBFTHYDQHqfpUxZLols	1157070	2138769	1246260	-	X	2
uniprotkb:O60502	uniprotkb:P54257	entrezgene/locuslink:10724|entrezgene/locuslink:23375|refseq:NM_012215|rogid:KEvP6+2BWwsxrs8hsIjQhKAQGVo9606|irogid:2701118	entrezgene/locuslink:9001|uniprotkb:P54257|rogid:jzDnFZfhnAmyNHvrXcotECiMOc49606|irogid:11791409	hgnc:MGEA5|uniprotkb:NCOAT_HUMAN|crogid:KEvP6+2BWwsxrs8hsIjQhKAQGVo9606|icrogid:2701118	hgnc:HAP1|uniprotkb:HAP1_HUMAN|crogid:jzDnFZfhnAmyNHvrXcotECiMOc49606|icrogid:11791409	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:M8qia9uJOjNFnUnz0EoNiVVMnWc|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:KEvP6+2BWwsxrs8hsIjQhKAQGVo9606	rogid:jzDnFZfhnAmyNHvrXcotECiMOc49606	rigid:M8qia9uJOjNFnUnz0EoNiVVMnWc	false	Swiss-Prot:O75166	Swiss-Prot:P54257	uniprotkb:O60502	uniprotkb:P54257	PUD	PD	2701118	11791409	926868	KEvP6+2BWwsxrs8hsIjQhKAQGVo9606	jzDnFZfhnAmyNHvrXcotECiMOc49606	M8qia9uJOjNFnUnz0EoNiVVMnWc	2701118	11791409	926868	-	X	2
uniprotkb:Q5RL73	uniprotkb:P21673	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:3794|entrezgene/locuslink:6303|genbank_protein_gi:4506789|rogid:xuCACF5E/GV3eKfMqdhnXImFfmk9606|irogid:4925944	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:SAT1|uniprotkb:Q6ICU9_HUMAN|uniprotkb:SAT1_HUMAN|crogid:xuCACF5E/GV3eKfMqdhnXImFfmk9606|icrogid:4925944	MI:0018(two hybrid)	-	pubmed:16169070	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:rttLpslwZ2VCI8VpvGaGd3bQ5Bo|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:xuCACF5E/GV3eKfMqdhnXImFfmk9606	rigid:rttLpslwZ2VCI8VpvGaGd3bQ5Bo	false	uniprot:Q5RL73	entrezgene:6303	uniprotkb:Q5RL73	refseq:NP_002961	STD+O	SGD+O	1258659	4925944	1022424	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	xuCACF5E/GV3eKfMqdhnXImFfmk9606	iBrQRYNpV6HFbO85kBJXBcY+Src	23415319	4925944	1449584	-	X	2
