UniProt/SwissProt Accession	HGNC symbol
P14151	SELL
Q9NR63	CYP26B1
Q9P2S6	ANKMY1
O75896	TUSC2
Q49A92	C8orf34
A0AV96	RBM47
Q6NUS8	UGT3A1
Q9HAK2	EBF2
Q9Y2G3	ATP11B
Q9BSL1	UBAC1
Q6UWM7	LCTL
Q8NHJ6	LILRB4
Q8WXI8	CLEC4D
P0CF97	FAM200B
Q8IVA1	PCP2
Q9P2S6	ANKMY1
Q9P2S6	ANKMY1
Q9Y5E7	PCDHB2
P23276	KEL
Q9P2S6	ANKMY1
Q9P2S6	ANKMY1
Q9Y5E6	PCDHB3
Q06413	MEF2C
Q15120	PDK3
Q9NR50	EIF2B3
Q9P2S6	ANKMY1
Q9NUY8	TBC1D23
O75460	ERN1
Q9H4P4	RNF41
Q15120	PDK3
Q9P2S6	ANKMY1
P20718	GZMH
P04233	CD74
P26583	HMGB2
Q8TCY9	URGCP
P26583	HMGB2
Q96PG2	MS4A10
P26583	HMGB2
P53675	CLTCL1
Q15833	STXBP2
Q9UJ14	GGT7
Q8WWL7	CCNB3
Q8NHJ6	LILRB4
Q9H0A8	COMMD4
Q8IZP7	HS6ST3
P04626	ERBB2
Q9Y2D4	EXOC6B
Q9P2S6	ANKMY1
Q01860	POU5F1
Q14964	RAB39
Q8IWU9	TPH2
Q9Y5K3	PCYT1B
Q6PL18	ATAD2
P35398	RORA
P16581	SELE
Q96P68	OXGR1
Q5TYW1	ZNF658
Q8WWL7	CCNB3
Q9Y2D4	EXOC6B
Q13241	KLRD1
Q9NS23	RASSF1
A6NGH7	CCDC160
Q9Y5E5	PCDHB4
Q5RGS3	FAM74A2
O95168	NDUFB4
A6NHJ4	ZNF860
Q9UJT0	TUBE1
Q9Y5E4	PCDHB5
Q9GZT4	SRR
Q8TEA7	TBCK
P12270	TPR
Q8N1B4	VPS52
Q5T9G4	C6orf81
Q580R0	C2orf27A
Q96JL9	ZNF333
Q04828	AKR1C1
Q93034	CUL5
Q9H6F5	CCDC86
Q8IWF2	FOXRED2
Q93034	CUL5
Q8IWF2	FOXRED2
Q8N111	CEND1
Q04828	AKR1C1
Q8IWF2	FOXRED2
Q8N335	GPD1L
Q8IWS0	PHF6
Q9BQQ3	GORASP1
Q8IWS0	PHF6
Q9H3P2	WHSC2
Q9UQ90	SPG7
O94864	SUPT7L
Q8IWL2	SFTPA1
Q12923	PTPN13
Q02161	RHD
Q9Y5E3	PCDHB6
Q12980	NPRL3
Q562F6	SGOL2
O94864	SUPT7L
Q9ULY5	CLEC4E
Q12923	PTPN13
Q8IWB9	TEX2
Q02161	RHD
Q12923	PTPN13
Q8IWL2	SFTPA1
Q9Y5E2	PCDHB7
P26436	ACRV1
Q5VZF2	MBNL2
Q9UN66	PCDHB8
Q6S5L8	SHC4
Q9NRJ7	PCDHB16
P10144	GZMB
Q53HC9	TSSC1
Q9Y5E1	PCDHB10
Q9UN67	PCDHB10
Q9P275	USP36
P09884	POLA1
Q92793	CREBBP
Q12923	PTPN13
P10144	GZMB
Q8TB72	PUM2
Q15155	NOMO1
Q8IZV2	CMTM8
Q8TF72	SHROOM3
Q12923	PTPN13
Q8N0U7	C1orf87
P10144	GZMB
Q9H3P2	WHSC2
P49023	PXN
Q15155	NOMO1
Q93099	HGD
Q9UHD1	CHORDC1
O96000	NDUFB10
P63215	GNG3
Q9HD89	RETN
Q96BF6	NACC2
Q9Y5Y4	GPR44
Q8TEA7	TBCK
Q99457	NAP1L3
Q9NQZ2	UTP3
Q96BF6	NACC2
Q8IX19	C19orf59
Q9Y5F2	PCDHB11
Q9UJ68	MSRA
Q8IUR0	TRAPPC5
Q8IUR0	TRAPPC5
Q9UJ68	MSRA
P49023	PXN
Q5SWX8	C1orf27
P49023	PXN
Q9UHN1	POLG2
Q9UJ68	MSRA
P63151	PPP2R2A
Q9H936	SLC25A22
Q8TF72	SHROOM3
Q9UJ68	MSRA
P06734	FCER2
P20941	PDC
O00299	CLIC1
O00299	CLIC1
Q4VX67	FAM75A4
Q96FZ5	CMTM7
O00299	CLIC1
P20941	PDC
Q6UWB4	PRSS55
O00299	CLIC1
Q4VX67	FAM75A4
Q68E01	INTS3
Q00973	B4GALNT1
Q2NL82	TSR1
O75832	PSMD10
Q8TCZ2	CD99L2
P12830	CDH1
Q9Y5F1	PCDHB12
Q5JTD0	TJAP1
Q6P047	C8orf74
Q9UKU6	TRHDE
Q8N4S9	MARVELD2
O00458	IFRD1
Q9H1A3	METTL9
Q5JTD0	TJAP1
O95866	C6orf25
A7E2S9	ANKRD30BL
Q7Z569	BRAP
Q96QS3	ARX
Q6B0B8	TIGD3
O00458	IFRD1
A7E2S9	ANKRD30BL
Q86VY9	TMEM200A
Q9UBR4	LHX3
Q86VY9	TMEM200A
P17844	DDX5
Q6UWE3	C6orf126
Q5M775	SPECC1
P35354	PTGS2
O94933	SLITRK3
Q9BT81	SOX7
Q9UJ98	STAG3
O14727	APAF1
O94933	SLITRK3
Q9UHX3	EMR2
Q96FI4	NEIL1
Q5M775	SPECC1
Q92796	DLG3
Q8WW38	ZFPM2
Q9UJ98	STAG3
Q1KMD3	HNRNPUL2
P35270	SPR
Q5M775	SPECC1
Q5VYS8	ZCCHC6
Q9P209	CEP72
Q5M775	SPECC1
Q7L099	RUFY3
Q8NB14	USP38
Q96M61	MAGEB18
Q9NR19	ACSS2
Q68E01	INTS3
P26718	KLRK1
Q86TS9	MRPL52
Q8N7X4	MAGEB6
P60852	ZP1
Q5VU36	FAM75A5
P0CG40	SP9
Q9BZ81	MAGEB5
Q9P209	CEP72
P06276	BCHE
P54198	HIRA
Q96LZ2	MAGEB10
P08100	RHO
Q12857	NFIA
A6NGE4	DCAF8L1
Q8N413	SLC25A45
P02790	HPX
Q9GZX7	AICDA
Q8IZA0	KIAA0319L
Q3SY77	UGT3A2
Q9Y5F0	PCDHB13
Q4G0N7	C6orf225
P0C870	JMJD7
O43147	SGSM2
O60749	SNX2
P15880	RPS2
Q68CZ1	RPGRIP1L
Q96BK5	PINX1
A6NNL0	FAM22B
P48634	PRRC2A
Q04741	EMX1
Q9Y6B2	EID1
P48634	PRRC2A
P47712	PLA2G4A
Q8TEA1	NSUN6
Q9BQ15	OBFC2B
P0C869	PLA2G4B
Q8N9E0	FAM133A
P10114	RAP2A
Q86X95	CIR1
Q8N9E0	FAM133A
Q13488	TCIRG1
Q6UXB4	CLEC4G
Q5VUJ5	AGAP7
Q96FG2	ELMOD3
Q9NZN1	IL1RAPL1
O43541	SMAD6
Q9NZN1	IL1RAPL1
Q9ULL8	SHROOM4
Q9BRQ5	ORAI3
Q9NPC2	KCNK9
Q5T7W0	ZNF618
O15479	MAGEB2
Q9BWU0	SLC4A1AP
Q9Y2X8	UBE2D4
Q9BQ15	OBFC2B
O15480	MAGEB3
Q76B58	FAM5C
O15480	MAGEB3
Q8NGT5	OR9A2
Q9ULL8	SHROOM4
Q32M92	C15orf32
Q8N148	OR6V1
Q8NFX7	STXBP6
Q96FG2	ELMOD3
P61077	UBE2D4
Q96FG2	ELMOD3
Q8NFX7	STXBP6
O15516	CLOCK
Q5GH73	XKR6
Q93073	SECISBP2L
Q8NFX7	STXBP6
Q5BLP8	C4orf48
P43629	KIR3DL1
P12273	PIP
Q5BLP8	C4orf48
A2RUU4	C6orf127
Q9BQ15	OBFC2B
P57103	SLC8A3
O15516	CLOCK
O15481	MAGEB4
Q5BLP8	C4orf48
Q9UIY3	RWDD2A
O95972	BMP15
P49750	YLPM1
Q9NS28	RGS18
P43366	MAGEB1
Q5HYI8	RABL3
P43366	MAGEB1
P04118	CLPS
Q16625	OCLN
Q8IZA3	H1FOO
P43366	MAGEB1
Q8NFP7	NUDT10
Q16625	OCLN
O15047	SETD1A
Q8TAF8	LHFPL5
Q8NF64	ZMIZ2
Q8NFP7	NUDT10
Q9NTK1	C10orf10
Q9NNX6	CD209
P51843	NR0B1
Q9Y4P3	TBL2
Q2M5E4	RGS21
Q8TAF8	LHFPL5
Q0VDG4	SCRN3
Q96FG2	ELMOD3
Q5T742	C10orf25
P17026	ZNF22
Q8N9F0	NAT8L
Q9BQ24	ZFYVE21
Q8NGR1	OR13A1
P59534	TAS2R39
Q9Y676	MRPS18B
Q8NGR1	OR13A1
Q9HAI6	CXorf21
Q96GX2	ATXN7L3B
Q9C099	LRRCC1
Q8NGR1	OR13A1
Q8IYA2	CCDC144C
O43491	EPB41L2
Q8NF64	ZMIZ2
P24752	ACAT1
P53582	METAP1
Q08116	RGS1
Q8NEE8	TTC16
Q8IYA2	CCDC144C
Q10588	BST1
Q4KMX7	FAM106B
A6NHU5	FAM106B
O43491	EPB41L2
P23193	TCEA1
P04179	SOD2
Q6ZT98	TTLL7
Q8N841	TTLL6
Q8TBG9	SYNPR
O60238	BNIP3L
Q9Y5E9	PCDHB14
Q06278	AOX1
Q6JQN1	ACAD10
O43155	FLRT2
Q3B8N2	LGALS9B
Q86X51	CXorf67
O14921	RGS13
P48163	ME1
Q96PR1	KCNC2
Q8N743	KIR3DL3
Q96GG9	DCUN1D1
Q96G61	NUDT11
P59535	TAS2R40
O75446	SAP30
Q9Y5E8	PCDHB15
P04179	SOD2
Q7Z7L8	C11orf96
Q96E29	MTERFD1
P41220	RGS2
Q9UMS4	PRPF19
Q96JN0	LCOR
Q9NX76	CMTM6
Q9NRC6	SPTBN5
P50281	MMP14
Q13480	GAB1
O00410	IPO5
O15371	EIF3D
O60333	KIF1B
Q5K4L6	SLC27A3
Q9BXI2	SLC25A2
Q96JN0	LCOR
O15371	EIF3D
Q4AC99	ACCSL
Q96JN0	LCOR
P84022	SMAD3
Q96Q05	TRAPPC9
Q13216	ERCC8
Q5SQ80	ANKRD20A2
Q5CZ79	ANKRD20A2
O43194	GPR39
Q9BRT3	C17orf37
Q9Y2Q3	GSTK1
Q96Q05	TRAPPC9
O00410	IPO5
Q96SB4	SRPK1
Q5K4L6	SLC27A3
Q7Z3F1	GPR155
O75711	SCRG1
Q96GE4	CEP95
P11309	PIM1
Q8N7A1	KLHDC1
Q7Z3F1	GPR155
O60658	PDE8A
Q7Z3F1	GPR155
Q8N5M4	TTC9C
Q9Y2Q3	GSTK1
Q8N2G4	LYPD1
Q6TDU7	CASC1
O00410	IPO5
Q14207	NPAT
P51513	NOVA1
Q9Y698	CACNG2
O95976	IGSF6
Q16864	ATP6V1F
P41595	HTR2B
P16035	TIMP2
Q9Y2Q3	GSTK1
Q8N2G4	LYPD1
B1AL46	FAM22E
P61296	HAND2
Q96KC2	ARL5B
Q6ZRP7	QSOX2
O60658	PDE8A
A8MT70	ZBBX
P08118	MSMB
Q15545	TAF7
A8MXV6	CDRT15L2
P51513	NOVA1
Q9Y5H4	PCDHGA1
O94808	GFPT2
Q08380	LGALS3BP
Q9Y5H1	PCDHGA2
Q8NFV5	SPDYE1
Q00597	FANCC
Q00597	FANCC
Q3ZCQ3	FAM174B
Q9C0B7	TMCO7
Q8IWU6	SULF1
O95807	TMEM50A
A8MT70	ZBBX
O75394	MRPL33
Q99706	KIR2DL4
Q9Y4D7	PLXND1
Q7Z5Q5	POLN
Q8WVQ1	CANT1
Q8WVQ1	CANT1
Q9Y5K5	UCHL5
O14513	NCKAP5
Q8IWU6	SULF1
Q8IWU6	SULF1
Q9NXC5	MIOS
Q9NXC5	MIOS
Q8IYD1	GSPT2
Q14451	GRB7
Q9NTJ4	MAN2C1
Q13568	IRF5
Q6NUI1	CCDC144NL
Q14451	GRB7
Q9BW83	IFT27
Q9BXJ1	C1QTNF1
P35247	SFTPD
Q14451	GRB7
Q9BXJ1	C1QTNF1
Q8WXA2	PATE1
Q13568	IRF5
P28907	CD38
Q96QG7	MTMR9
Q9Y6G9	DYNC1LI1
Q9BZ67	FRMD8
Q9BZ68	FRMD8
P20472	PVALB
P20472	PVALB
Q8TC20	CAGE1
Q99583	MNT
Q99583	MNT
Q13568	IRF5
Q96QU6	ACCS
Q9BXJ1	C1QTNF1
Q13361	MFAP5
O60879	DIAPH2
Q96KT7	SLC35G5
Q9UPT9	USP22
Q4G0W2	DUSP28
P02008	HBZ
P62263	RPS14
O43908	KLRC4
Q9UPT9	USP22
Q96RQ3	MCCC1
P62263	RPS14
Q6P5X5	C22orf39
Q13202	DUSP8
Q68DH5	LMBRD2
Q6P5X5	C22orf39
P62263	RPS14
Q86W50	METTL16
Q4G0W2	DUSP28
Q5SQI0	ATAT1
Q96KT0	C8orf12
P02760	AMBP
Q13202	DUSP8
P29083	GTF2E1
Q8WXI9	GATAD2B
Q9H5J0	ZBTB3
Q5SQI0	ATAT1
Q9Y5H0	PCDHGA3
Q9H223	EHD4
Q9NQ50	MRPL40
Q6UY27	PATE2
Q96KS9	FAM167A
Q9Y5G3	PCDHGB1
Q6UY27	PATE2
Q8IWU6	SULF1
Q8WVS4	WDR60
Q8TD22	SFXN5
Q7Z3E5	ARMC9
P48637	GSS
P62487	POLR2G
B3GLJ2	PATE3
Q9H477	RBKS
Q6B0K9	HBM
Q9BR77	CCDC77
Q8N573	OXR1
P0C5Y9	H2AFB1
Q16363	LAMA4
P23610	F8A1
O00219	HAS3
P54803	GALC
Q8NE18	NSUN7
P54803	GALC
Q8NFI3	ENGASE
P32243	OTX2
O75064	DENND4B
O75962	TRIO
P43034	PAFAH1B1
Q86YR5	GPSM1
O75800	ZMYND10
Q86YR5	GPSM1
Q9HAU4	SMURF2
P0C8F1	PATE4
P10155	TROVE2
Q9NQR4	NIT2
Q96KQ4	PPP1R13B
Q9BWH2	FUNDC2
Q9H222	ABCG5
Q96M11	HYLS1
Q8N573	OXR1
P51451	BLK
Q8N573	OXR1
Q7RTW8	OTOA
Q07444	KLRC3
Q15080	NCF4
Q9Y5G2	PCDHGB2
Q96M11	HYLS1
Q6L8H4	KRTAP5-1
P10155	TROVE2
Q9NRD0	FBXO8
Q701N4	KRTAP5-2
Q9Y5V3	MAGED1
Q8N573	OXR1
Q9Y5V3	MAGED1
Q9Y5G8	PCDHGA5
Q9BX74	TM2D1
Q9Y5V3	MAGED1
Q8N7C4	TMEM217
Q9HAU8	RNPEPL1
Q92890	UFD1L
Q8N5C8	TAB3
Q9BXY5	CAPS2
Q6L8H2	KRTAP5-3
A6NJG2	ANKRD58
P00492	HPRT1
P69905	HBA2
Q9C0B1	FTO
Q9Y5G7	PCDHGA6
Q8TDW7	FAT3
Q8N5C8	TAB3
Q14451	GRB7
Q9NS18	GLRX2
O95260	ATE1
P35790	CHKA
Q7Z3H0	ANKRD33
Q701N2	KRTAP5-5
Q8N5C8	TAB3
P09917	ALOX5
O76099	OR7C1
Q9BX74	TM2D1
Q15622	OR7A5
Q9BXU8	FTHL17
A6NEL2	ANKRD56
P43628	KIR2DL3
O76100	OR7A10
Q8NGA2	OR7A2P
Q9Y5G6	PCDHGA7
O14581	OR7A17
Q09328	MGAT5
O60412	OR7C2
Q6L8G9	KRTAP5-6
P62891	RPL39
Q09328	MGAT5
P18577	RHCE
Q8N2E6	TOR2A
Q8N3Z0	PRSS35
Q9UJU6	DBNL
Q9UN71	PCDHGB4
Q8WVT3	TTC15
Q99519	NEU1
Q8WVT3	TTC15
O75830	SERPINI2
O15520	FGF10
P48664	SLC1A6
P43631	KIR2DL3
Q5JU69	TOR2A
O75830	SERPINI2
A7E2Y1	MYH7B
Q13772	NCOA4
O75830	SERPINI2
Q8IYK2	CCDC105
Q8TBM7	C10orf57
Q13772	NCOA4
P31944	CASP14
Q53ET0	CRTC2
O60309	LRRC37A3
P31944	CASP14
Q9NWC8	LRRC37A3
O60431	OR1I1
Q9H221	ABCG8
P52895	AKR1C2
Q9NP92	MRPS30
O75830	SERPINI2
Q7Z4F1	LRP10
Q13772	NCOA4
P26717	KLRC2
Q13772	NCOA4
P49286	MTNR1B
Q9UKT9	IKZF3
Q6ZW31	SYDE1
O75153	KIAA0664
Q9BZI7	UPF3B
Q13772	NCOA4
P52895	AKR1C2
Q8N655	C10orf12
Q9UL42	PNMA2
P0CG13	CHTF8
P0CG12	CHTF8
A6NMD0	IFITM10
O15347	HMGB3
Q9HB19	PLEKHA2
Q6P1J9	CDC73
P32927	CSF2RB
Q9BZE2	PUS3
Q13438	OS9
Q6IAN0	DHRS7B
P0CG13	CHTF8
P0CG12	CHTF8
Q9Y5G5	PCDHGA8
Q9Y4F1	FARP1
A6NFN3	RBFOX3
Q9Y5F9	PCDHGB6
A6NFN3	RBFOX3
P17152	TMEM11
P52848	NDST1
Q9Y2K9	STXBP5L
Q9H2F3	HSD3B7
O43825	B3GALT2
P41587	VIPR2
Q9H2F3	HSD3B7
A6NM15	CBWD7
P26373	RPL13
Q9UKT9	IKZF3
Q9UKT9	IKZF3
Q9UKT9	IKZF3
Q6YBV0	SLC36A4
Q9UKT9	IKZF3
Q5VYJ5	C10orf112
P0CG12	CHTF8
Q8WXA3	RUFY2
Q9UKT9	IKZF3
Q9H5N1	RABEP2
Q8WXA3	RUFY2
Q29865	HLA-C
P30508	HLA-C
Q29963	HLA-C
P30501	HLA-C
P26373	RPL13
Q53ET0	CRTC2
Q5VYJ5	C10orf112
P61201	COPS2
Q6ZMH5	SLC39A5
Q5T0T0	MARCH8
Q6ZMH5	SLC39A5
Q5T0T0	MARCH8
Q9NU19	TBC1D22B
Q5T0T0	MARCH8
O15182	CETN3
Q5SSQ6	C6orf26
P41227	NAA10
Q9Y5H3	PCDHGA10
Q13315	ATM
Q16555	DPYSL2
Q9BVC6	TMEM109
Q15007	WTAP
O60741	HCN1
Q5SXM8	DNLZ
Q9Y6E7	SIRT4
Q13585	GPR50
Q9UHL0	DDX25
Q8IV35	WDR49
P46734	MAP2K3
Q9NVA2	SEPT11
A6NMZ2	SNTN
Q9Y5F8	PCDHGB7
P17643	TYRP1
Q8IYF3	TEX11
O75382	TRIM3
Q8IXQ3	C9orf40
P43626	KIR2DL1
Q14954	KIR2DL1
Q8N841	TTLL6
Q14512	FGFBP1
Q9HC96	CAPN10
Q9Y6J9	TAF6L
A8MZA4	GOLGA6L6
Q14512	FGFBP1
P55316	FOXG1
Q8TEL6	TRPC4AP
P55316	FOXG1
Q8TEQ8	PIGO
Q8IYK8	REM2
Q8TC26	TMEM163
Q9NXR7	BRE
Q96FN5	KIF12
P18065	IGFBP2
P62745	RHOB
Q8NGB6	OR4M2
Q9NXR7	BRE
Q8N0Y3	OR4N4
Q6P1K8	GTF2H2C
Q8TEQ8	PIGO
Q7L1Q6	BZW1
Q24JP5	TMEM132A
O75382	TRIM3
Q86XP0	PLA2G4D
Q9BXF6	RAB11FIP5
Q9P266	KIAA1462
P07339	CTSD
Q86U37	C14orf23
Q8N4J0	C9orf41
P24593	IGFBP5
Q7L1Q6	BZW1
O75419	CDC45
Q6PD74	AAGAB
Q7L1Q6	BZW1
Q14CB8	ARHGAP19
Q9BYJ0	FGFBP2
Q8NI35	INADL
O43247	C22orf33
P09430	TNP1
Q53T59	HS1BP3
Q6UVM3	KCNT2
Q5JTD7	C6orf154
O43247	C22orf33
P40121	CAPG
O95278	EPM2A
P40121	CAPG
Q3ZAQ7	VMA21
P56278	MTCP1
P40121	CAPG
O43516	WIPF1
Q7L1Q6	BZW1
Q16762	TST
Q96BT1	C3orf49
O75419	CDC45
P11532	DMD
Q9HB75	PIDD
O43516	WIPF1
P56278	MTCP1
Q8IZP6	RNF113B
O43516	WIPF1
P06681	C2
Q16762	TST
Q3B8N5	PROX2
Q9Y2U9	KLHDC2
O43516	WIPF1
Q8N8F7	C7orf53
Q3B8N5	PROX2
O94826	TOMM70A
Q684P5	RAP1GAP2
P43630	KIR3DL2
Q8N8F7	C7orf53
Q709C8	VPS13C
P25325	MPST
A0PJW6	TMEM223
O60641	SNAP91
O60641	SNAP91
P04054	PLA2G1B
P25325	MPST
Q6I9Y2	THOC7
P42704	LRPPRC
Q9H257	CARD9
P25325	MPST
Q7Z7N9	TMEM179B
P25325	MPST
Q6UX71	PLXDC2
B7U540	KCNJ12
Q14500	KCNJ12
A1L0T0	ILVBL
P48651	PTDSS1
A1A4G5	LNP1
P25325	MPST
P05091	ALDH2
A8MQB3	C17orf51
O60264	SMARCA5
Q9Y5H2	PCDHGA11
P25325	MPST
Q14344	GNA13
O43347	MSI1
Q9NY26	SLC39A1
Q8TDX5	ACMSD
Q13137	CALCOCO2
Q9NY26	SLC39A1
Q9H0V1	TMEM168
Q68D91	MBLAC2
P15391	CD19
Q9H0V1	TMEM168
Q9NY26	SLC39A1
Q8N7W2	BEND7
P12074	COX6A1
Q9UBB6	NCDN
Q9NY26	SLC39A1
Q9Y6E0	STK24
Q8NDW8	TTC21A
O95867	LY6G6C
O43715	TRIAP1
Q9UBB6	NCDN
O94811	TPPP
O14647	CHD2
P08603	CFH
Q9UGQ2	C9orf7
P35244	RPA3
P35244	RPA3
Q96KG9	SCYL1
Q6PCB8	EMB
Q9NVV4	MTPAP
Q13242	SRSF9
O00501	CLDN5
P02708	CHRNA1
Q6X784	ZPBP2
P52209	PGD
Q05D60	CCDC67
Q86U06	RBM23
O00501	CLDN5
O94876	TMCC1
O60516	EIF4EBP3
O00501	CLDN5
A8MTQ0	NOTO
Q9H2X3	CLEC4M
P0CJ68	MTRNR2L1
Q02985	CFHR3
Q86VS3	IQCH
P43694	GATA4
Q9Y5L0	TNPO3
Q9ULM6	CNOT6
Q9BV94	EDEM2
Q8NB46	ANKRD52
Q9HD15	SRA1
Q9UQV4	LAMP3
Q9ULM6	CNOT6
O95865	DDAH2
P34982	OR1D2
P47890	OR1G1
O95865	DDAH2
Q9Y585	OR1A2
O15541	RNF113A
P11766	ADH5
Q6GMV2	SMYD5
Q9P1Q5	OR1A1
Q13635	PTCH1
P63167	DYNLL1
O95865	DDAH2
O15239	NDUFA1
P24071	FCAR
Q86XD8	ANUBL1
P22694	PRKACB
Q9Y6I7	WSB1
P63167	DYNLL1
P49759	CLK1
Q969X6	CIRH1A
P37023	ACVRL1
Q03591	CFHR1
Q13309	SKP2
O15160	POLR1C
Q8WYN0	ATG4A
P63167	DYNLL1
Q4FZB7	SUV420H1
Q8IV31	TMEM139
Q969S2	NEIL2
Q9UGQ3	SLC2A6
Q9H9A5	CNOT10
O15265	ATXN7
Q8IV31	TMEM139
O15265	ATXN7
P36980	CFHR2
P37023	ACVRL1
O43490	PROM1
Q13635	PTCH1
Q969S2	NEIL2
Q8IV31	TMEM139
Q99719	SEPT5
P61266	STX1B
Q8IV31	TMEM139
Q86XD8	ANUBL1
Q96QR1	SCGB3A1
Q8IV31	TMEM139
O43490	PROM1
Q9Y6I7	WSB1
P49759	CLK1
O60583	CCNT2
Q8N5Z5	KCTD17
O43490	PROM1
P36980	CFHR2
Q9HBJ0	PLAC1
O15318	POLR3G
Q92496	CFHR4
P47893	OR3A2
P47881	OR3A1
P30953	OR1E1
Q6UWV6	ENPP7
Q9BUL8	PDCD10
Q8IV76	PASD1
P47888	OR3A3
Q8N5G2	TMEM57
Q5JTB6	PLAC9
P47887	OR1E2
Q14781	CBX2
O43490	PROM1
Q9BUL8	PDCD10
Q12849	GRSF1
Q9BV57	ADI1
Q9BUL8	PDCD10
Q9H8X9	ZDHHC11
Q9BUL8	PDCD10
Q7Z4S9	SH2D6
Q92870	APBB2
Q9BXR6	CFHR5
Q9BUL8	PDCD10
Q9BXR6	CFHR5
Q9HC52	CBX8
Q9H8X9	ZDHHC11
P42575	CASP2
Q1RMZ1	C7orf60
Q68CZ6	HAUS3
P37268	FDFT1
Q68CZ6	HAUS3
Q96IV0	NGLY1
Q8TAX9	GSDMB
P05160	F13B
O75916	RGS9
O00257	CBX4
Q8N5H7	SH2D3C
Q12846	STX4
Q8NHS9	SPATA22
Q9NRQ5	C11orf75
Q01415	GALK2
A6NDX4	GOLGA6L1
Q8N7Z2	GOLGA6L1
P15882	CHN1
Q8NHS9	SPATA22
Q9BWD1	ACAT2
P78415	IRX3
Q93063	EXT2
P36957	DLST
Q8TEY5	CREB3L4
P26715	KLRC1
Q9UBU9	NXF1
Q8IU80	TMPRSS6
Q8NFL0	B3GNT7
Q9UBU9	NXF1
Q8TEY5	CREB3L4
Q9BSG0	PRADC1
Q8IV03	C9orf150
Q8TBP0	TBC1D16
Q8IY34	SLC15A3
Q96ST3	SIN3A
Q8N183	NDUFAF2
Q9NWC5	TMEM45A
Q93063	EXT2
Q96ST3	SIN3A
Q8TEY5	CREB3L4
Q9NWC5	TMEM45A
Q96ST3	SIN3A
O60330	PCDHGA12
Q9UNN8	PROCR
P56277	MTCP1NB
Q15329	E2F5
Q8TB52	FBXO30
P56277	MTCP1NB
Q68DD2	PLA2G4F
Q9UNN8	PROCR
P20396	TRH
Q8TAX9	GSDMB
O00471	EXOC5
Q7Z4P5	GDF7
Q9P0S2	COX16
Q86YR7	MCF2L2
P78411	IRX5
Q9UM47	NOTCH3
Q6VUC0	TFAP2E
Q9NP71	MLXIPL
Q9C0F1	CEP44
P08319	ADH4
P62937	PPIA
O76036	NCR1
Q15139	PRKD1
Q9Y5R2	MMP24
O76036	NCR1
Q9C0F1	CEP44
Q4KMG0	CDON
P19338	NCL
Q96MF6	COQ10A
O75417	POLQ
P49721	PSMB2
Q9H6V9	C2orf43
P46059	SLC15A1
Q8TAB5	C1orf216
Q8IW41	MAPKAPK5
Q86UN6	AKAP14
Q7Z3B0	C5orf43
Q9UN70	PCDHGC3
Q7Z309	FAM122B
Q8N3V7	SYNPO
P13224	GP1BB
Q4G0X9	CCDC40
P46736	BRCC3
Q4G0X9	CCDC40
P83105	HTRA4
Q4G0X9	CCDC40
P56537	EIF6
Q96RT8	TUBGCP5
Q9H6B9	EPHX3
P45381	ASPA
Q9NWW6	C9orf95
Q8WX94	NLRP7
Q9H6B9	EPHX3
P45381	ASPA
P60893	GPR85
P60893	GPR85
P60893	GPR85
O76064	RNF8
Q5HYK3	COQ5
Q8N2Z9	APITD1
P56537	EIF6
Q14582	MXD4
O75608	LYPLA1
P78412	IRX6
P69905	HBA1
Q6L9W6	B4GALNT3
Q96K78	GPR128
Q99633	PRPF18
O14925	TIMM23
Q5SW96	LDLRAP1
Q9Y2T1	AXIN2
P35916	FLT4
Q9BZD7	PRRG3
Q8IZT6	ASPM
O60885	BRD4
Q9BX73	TM2D2
O60503	ADCY9
Q8TDC0	MYOZ3
A8TX70	COL6A5
Q9C0D2	KIAA1731
Q9Y5F7	PCDHGC4
P14784	IL2RB
P0C7U3	ZDHHC11B
P0C7U3	ZDHHC11B
O60930	RNASEH1
P08253	MMP2
O76095	JTB
Q5T447	HECTD3
P57105	SYNJ2BP
Q9Y5F6	PCDHGC5
O76095	JTB
Q8N4E4	PDCL2
O76095	JTB
Q9BQN1	FAM83C
O76095	JTB
P10253	GAA
Q9Y343	SNX24
P10253	GAA
Q9HC97	GPR35
P31153	MAT2A
Q9HCC9	ZFYVE28
Q8N8E3	CEP112
Q9HC97	GPR35
O95704	APBB3
Q86TD4	SRL
Q9HC97	GPR35
Q5SVQ8	ZBTB41
Q9HC97	GPR35
Q8IVT5	KSR1
Q96HA8	WDYHV1
Q9HC97	GPR35
Q8IZC6	COL27A1
P07858	CTSB
Q86VQ1	GLCCI1
Q149N8	SHPRH
Q9UJZ1	STOML2
P59942	MCCD1
Q7L622	G2E3
Q9BRS2	RIOK1
Q9HAW4	CLSPN
Q96CN4	EVI5L
Q8NET8	TRPV3
Q5VXD3	SAMD13
P04114	APOB
Q149N8	SHPRH
Q6NSJ5	LRRC8E
P17987	TCP1
P07858	CTSB
P30203	CD6
P02749	APOH
P35348	ADRA1A
Q9HCJ5	ZSWIM6
P31689	DNAJA1
Q8WTW4	NPRL2
P82279	CRB1
P38919	EIF4A3
Q2M2E5	C5orf64
Q92734	TFG
P07858	CTSB
P09105	HBQ1
Q92734	TFG
Q99519	NEU1
Q9UKJ8	ADAM21
O43506	ADAM20
